job_id,title,company,location,geo_city,geo_country,geo_lat,geo_lon,salary_raw,salary_min,salary_max,currency,contract_type,description,skills,date_posted,url,source,scraped_at
reed_56916791,Trainee Data Analyst,ITOL Recruit,EH88BG,City of Edinburgh,United Kingdom,55.95175,-3.18393,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/trainee-data-analyst/56916791,Reed,2026-05-30T19:27:33.532451
reed_56916745,Data Analyst Trainee,ITOL Recruit,HD11BG,Kirklees,United Kingdom,53.6477552,-1.7823597,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/data-analyst-trainee/56916745,Reed,2026-05-30T19:27:33.532882
reed_56916735,Trainee Data Analyst,ITOL Recruit,B33DQ,Birmingham,United Kingdom,52.4794289,-1.9036507,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/trainee-data-analyst/56916735,Reed,2026-05-30T19:27:35.989022
reed_56916662,Trainee Data Analyst,ITOL Recruit,KT11EU,Greater London,United Kingdom,51.4083664,-0.3052746,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/trainee-data-analyst/56916662,Reed,2026-05-30T19:27:38.652007
reed_56916649,Data Analyst Trainee,ITOL Recruit,ME141TF,Maidstone,United Kingdom,51.27332,0.52201,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/data-analyst-trainee/56916649,Reed,2026-05-30T19:27:41.674423
reed_56916624,Trainee Data Analyst,ITOL Recruit,N12UD,Greater London,United Kingdom,51.5417525,-0.102106,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-19,https://www.reed.co.uk/jobs/trainee-data-analyst/56916624,Reed,2026-05-30T19:27:43.769483
reed_56945171,Data Analyst Trainee,ITOL Recruit,OL11UH,Oldham,United Kingdom,53.54149,-2.09983,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-27,https://www.reed.co.uk/jobs/data-analyst-trainee/56945171,Reed,2026-05-30T19:27:47.662484
reed_56945144,Data Analyst Trainee,ITOL Recruit,NG23NG,City of Nottingham,United Kingdom,52.9481054,-1.1448083,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-27,https://www.reed.co.uk/jobs/data-analyst-trainee/56945144,Reed,2026-05-30T19:27:49.710722
reed_56945139,Data Analyst Trainee,ITOL Recruit,WA101HP,St Helens,United Kingdom,53.45415,-2.73493,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-27,https://www.reed.co.uk/jobs/data-analyst-trainee/56945139,Reed,2026-05-30T19:27:51.759711
reed_56945134,Data Analyst Trainee,ITOL Recruit,EN27AX,Greater London,United Kingdom,51.65348,-0.0939099,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-27,https://www.reed.co.uk/jobs/data-analyst-trainee/56945134,Reed,2026-05-30T19:27:54.219285
reed_56895367,Data Analyst Trainee,ITOL Recruit,TW13BZ,Greater London,United Kingdom,51.4478067,-0.3257664,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895367,Reed,2026-05-30T19:27:57.087027
reed_56895348,Data Analyst Trainee,ITOL Recruit,N65BA,Greater London,United Kingdom,51.5734167,-0.1405976,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895348,Reed,2026-05-30T19:27:59.340891
reed_56895347,Data Analyst Trainee,ITOL Recruit,NN11DE,Northampton,United Kingdom,52.2373388,-0.8938676,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895347,Reed,2026-05-30T19:28:01.794330
reed_56895344,Data Analyst Trainee,ITOL Recruit,MK93HQ,City of Milton Keynes,United Kingdom,52.0432599,-0.76084,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895344,Reed,2026-05-30T19:28:04.048409
reed_56895342,Data Analyst Trainee,ITOL Recruit,DA14FH,Greater London,United Kingdom,51.4495999,0.18084,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895342,Reed,2026-05-30T19:28:06.095275
reed_56895116,Data Analyst Trainee,ITOL Recruit,HA12XY,Greater London,United Kingdom,51.5892942,-0.3345877,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-13,https://www.reed.co.uk/jobs/data-analyst-trainee/56895116,Reed,2026-05-30T19:28:08.349620
reed_56890066,Data Analyst Trainee,ITOL Recruit,BL11RU,Bolton,United Kingdom,53.57823,-2.43077,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/data-analyst-trainee/56890066,Reed,2026-05-30T19:28:10.602401
reed_56890042,Trainee Data Analyst,ITOL Recruit,SW191LA,Greater London,United Kingdom,51.4151272,-0.1970034,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/trainee-data-analyst/56890042,Reed,2026-05-30T19:28:12.851766
reed_56889980,Trainee Data Analyst,ITOL Recruit,SW182PU,Greater London,United Kingdom,51.4580251,-0.1905561,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/trainee-data-analyst/56889980,Reed,2026-05-30T19:28:15.059346
reed_56889956,Data Analyst Trainee,ITOL Recruit,NG181HX,Mansfield,United Kingdom,53.1440322,-1.1970425,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/data-analyst-trainee/56889956,Reed,2026-05-30T19:28:17.154192
reed_56889809,Data Analyst Trainee,ITOL Recruit,NE18SF,Newcastle upon Tyne,United Kingdom,54.9772688,-1.6101282,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/data-analyst-trainee/56889809,Reed,2026-05-30T19:28:19.406583
reed_56889645,Data Analyst Trainee,ITOL Recruit,W69JU,Greater London,United Kingdom,51.492,-0.23399,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-12,https://www.reed.co.uk/jobs/data-analyst-trainee/56889645,Reed,2026-05-30T19:28:21.454622
reed_56884066,Data Analyst Trainee,ITOL Recruit,TS11AA,Middlesbrough,United Kingdom,54.57585,-1.24494,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-11,https://www.reed.co.uk/jobs/data-analyst-trainee/56884066,Reed,2026-05-30T19:28:23.912593
reed_56884049,Trainee Data Analyst,ITOL Recruit,NE18SF,Newcastle upon Tyne,United Kingdom,54.9772688,-1.6101282,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-11,https://www.reed.co.uk/jobs/trainee-data-analyst/56884049,Reed,2026-05-30T19:28:26.098174
reed_56870424,Data Analyst Trainee,ITOL Recruit,PL13BJ,Plymouth,United Kingdom,50.3667226,-4.1526572,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-07,https://www.reed.co.uk/jobs/data-analyst-trainee/56870424,Reed,2026-05-30T19:28:26.098494
reed_56858926,Data Analyst Trainee,ITOL Recruit,NP204UR,Newport,United Kingdom,51.5886667,-3.0062026,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858926,Reed,2026-05-30T19:28:28.623531
reed_56858923,Data Analyst Trainee,ITOL Recruit,PR12RL,Preston,United Kingdom,53.75989,-2.6987,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858923,Reed,2026-05-30T19:28:31.080639
reed_56858918,Data Analyst Trainee,ITOL Recruit,CH415EU,,United Kingdom,53.3933899,-3.01395,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858918,Reed,2026-05-30T19:28:31.080962
reed_56858916,Data Analyst Trainee,ITOL Recruit,SW182PU,Greater London,United Kingdom,51.4580251,-0.1905561,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858916,Reed,2026-05-30T19:28:33.334034
reed_56858911,Data Analyst Trainee,ITOL Recruit,HA90AD,Greater London,United Kingdom,51.56188,-0.27757,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858911,Reed,2026-05-30T19:28:33.334346
reed_56858910,Data Analyst Trainee,ITOL Recruit,BR11RY,Greater London,United Kingdom,51.4059611,0.0170053,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-05-05,https://www.reed.co.uk/jobs/data-analyst-trainee/56858910,Reed,2026-05-30T19:28:35.585997
reed_56837462,Data Analyst Trainee,ITOL Recruit,RM82JN,Greater London,United Kingdom,51.559608,0.1220737,,30000.0,50000.0,GBP,Full-time,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ","data analysis, r",2026-04-29,https://www.reed.co.uk/jobs/data-analyst-trainee/56837462,Reed,2026-05-30T19:28:38.249608
reed_56949989,Trainee Data Analyst,ITOL Recruit,HA12XY,Greater London,United Kingdom,51.5892942,-0.3345877,,30000.0,50000.0,GBP,Full-time,"Trainee Data Analyst – No Experience Needed Build a future-proof career in Data &amp; AI – starting today. Artificial Intelligence runs on data — and businesses are crying out for professionals who can collect, analyse, and interpret it. Looking for a career change? Want something analytical, structured, and financially rewarding? Or maybe you're ready to break into tech but don’t know where to start? ITOL Recruit’s Data Analyst Career Programme... ","r, ui",2026-05-28,https://www.reed.co.uk/jobs/trainee-data-analyst/56949989,Reed,2026-05-30T19:28:40.300789
reed_56906595,IT Governance Analyst - Offshore Wind Industry,Cadeler,Norwich,Norwich,United Kingdom,52.6285576,1.2923954,,,,GBP,Full-time,"IT Governance Analyst – Offshore Wind Industry Location: Copenhagen HQ, Norwich, Vejle Salary : Competitive Vacancy Type: Permanent, Full Time Are you passionate about IT governance, cyber security, risk management, and building structured, compliant processes that strengthen organizational resilience? Do you want to work in the offshore wind industry where your skills and expertise will help secure a sustainable future based on renewable energy... ","go, r, risk management, ui",2026-05-15,https://www.reed.co.uk/jobs/it-governance-analyst-offshore-wind-industry/56906595,Reed,2026-05-30T19:28:40.301118
reed_56810145,Data Systems Analyst,Robert Walters,DY11UB,Dudley,United Kingdom,52.5081526,-2.0951838,,,,GBP,Full-time,"An exciting opportunity for a contract Data Systems Analyst extract &amp; transform data from scratch. This role involves developing ETL processes, creating dashboards, and enabling data-driven decision-making across the organisation Contract Data Systems Analyst Key Responsibilities Data Systems Analyst Extract and process data using Power Query and develop ETL pipelines. Create interactive dashboards and reports for stakeholders. Ensure data q... ",r,2026-04-21,https://www.reed.co.uk/jobs/data-systems-analyst/56810145,Reed,2026-05-30T19:28:42.647135
reed_56851167,Data Analyst Trainee,Newto Training,London,Greater London,United Kingdom,51.5074456,-0.1277653,,25000.0,78000.0,GBP,Full-time,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we wi... ","data analysis, git, r",2026-05-01,https://www.reed.co.uk/jobs/data-analyst-trainee/56851167,Reed,2026-05-30T19:28:45.008523
reed_56948348,Data Systems Analyst,AWD online,TW46NF,Greater London,United Kingdom,51.47308,-0.40764,,50000.0,55000.0,GBP,Full-time,"Data Systems Analyst A fantastic opportunity for an analytical Data Systems Analyst with experience in data quality, SQL, GDPR, system integrations, compliance, reporting and data flow mapping. If you’ve also worked in the following roles, we’d also like to hear from you: Data Governance Analyst, Data Analyst, Business Analyst, Compliance Analyst, Business Systems Analyst, Reporting Analyst, Data Quality Analyst SALARY: 50,000 - 55,000 pro rata ... ","go, r, sql",2026-05-27,https://www.reed.co.uk/jobs/data-systems-analyst/56948348,Reed,2026-05-30T19:28:45.008910
reed_56814605,Contract Data Analyst,Shorterm Group,Cheltenham,Cheltenham,United Kingdom,51.8995685,-2.0711559,,,,GBP,Full-time,"Role: Contract Data Analyst Location: Cheltenham, onsite Salary: Negotiable, depending on experience Duration: 12 months initially Role A detail-oriented and impact driven Data Analyst to support project delivery and continuous improvement initiatives working closely with the customer. This role blends strong analytical skills with project support and process optimisation, turning data into insights that improve efficiency, quality, and decision... ","go, r",2026-04-22,https://www.reed.co.uk/jobs/contract-data-analyst/56814605,Reed,2026-05-30T19:28:47.053064
reed_56957537,Asset Data Analyst,Reed,S702RD,Barnsley,United Kingdom,53.5536583,-1.4869556,,22.2,22.2,GBP,Full-time,"Asset Data Analyst Hourly Rate: 22.20 Location: Barnsley S70 Job Type: Full-time, Temporary Contract (Hybrid) We are seeking an Asset Data Analyst to join our team on a temporary full-time basis. This role involves managing and improving our Asset Management System, supporting project delivery within the Asset Management team, and ensuring effective data collection and analysis. Day-to-day of the role: Manage and configure the Asset Management S... ",r,2026-05-29,https://www.reed.co.uk/jobs/asset-data-analyst/56957537,Reed,2026-05-30T19:28:49.416814
reed_56946783,Data Migration Analyst,Reed,NW18YW,Greater London,United Kingdom,51.54066,-0.15684,,450.0,650.0,GBP,Full-time,"Data Migration Analyst - Oracle Migration Location: London (3 days onsite minimum) Day Rate: 450 - 650 per day (Inside IR35) Contract: Initial 6 months (likely extension) We are seeking an experienced Data Migration Analyst to support a large-scale transformation programme, migrating from Oracle E-Business Suite (EBS) to Oracle Fusion Cloud. This is a critical role within a high-profile programme, where you’ll play a key part in ensuring accurat... ","r, ui",2026-05-27,https://www.reed.co.uk/jobs/data-migration-analyst/56946783,Reed,2026-05-30T19:28:51.765985
reed_56936671,Digital Data Analyst,Harnham - Data & Analytics Recruitment,London,Greater London,United Kingdom,51.5074456,-0.1277653,,48000.0,48000.0,GBP,Full-time,"Digital Data Analyst Up to 48,000 + benefits St James' Park, London (2 days a week in the office) About the role Digital Data Analyst role within a premium retail brand, focused on ecommerce performance and commercial insight. This role sits between the ecommerce and data teams, helping translate digital trading questions into clear, actionable insight. The role As a Digital Data Analyst, you'll work closely with ecommerce stakeholders to unders... ","git, r",2026-05-22,https://www.reed.co.uk/jobs/digital-data-analyst/56936671,Reed,2026-05-30T19:28:54.021827
reed_56860795,Business Data Analyst,Randstad Technologies,London,Greater London,United Kingdom,51.5074456,-0.1277653,,250.0,277.0,GBP,Full-time,"Role: Business Data Analyst Location: London, UK Role Type: Contract Duration: 6 Months The Opportunity Are you a Senior Data Analyst who is tired of just ""maintaining"" dashboards? Our client is looking for a forward-thinking analyst to join a Global Customer Success Data Science team for a world-leading financial technology organization. This isn't a traditional reporting role. You will be part of a team that is actively embedding Generative AI... ",r,2026-05-05,https://www.reed.co.uk/jobs/business-data-analyst/56860795,Reed,2026-05-30T19:28:54.022535
reed_56832438,Senior Data Analyst,Signature Recruitment,London,Greater London,United Kingdom,51.5074456,-0.1277653,,30.0,33.0,GBP,Full-time,"Do you enjoy uncovering the story behind complex data? Are you confident using tools like Power BI and Tableau to deliver clear, meaningful insight? Ready to shape decisions by presenting data in a way that truly lands? Signature Recruitment are working with a well-regarded London organisation to recruit a Senior Data Analyst, offering a hybrid working pattern and immediate start. This 6-month temporary Senior Data Analyst role is based in Londo... ","power bi, r, tableau, ui",2026-04-28,https://www.reed.co.uk/jobs/senior-data-analyst/56832438,Reed,2026-05-30T19:28:54.022893
reed_56520664,Marketing Data Analyst,Armstrong Lloyd - Marketing Recruitment,RG217PP,Basingstoke and Deane,United Kingdom,51.2668996,-1.0912816,,50000.0,60000.0,GBP,Full-time,"Our client is an established technology platform business seeking a Marketing Data Analyst to take ownership of reporting, insights, and data-driven decision-making across their marketing function. This role focuses on transforming data into compelling narratives that inform strategy, demonstrate ROI, and enable the marketing team to self-serve analytics. You'll work closely with their data engineering team who manage the core infrastructure, wh... ",r,2026-02-23,https://www.reed.co.uk/jobs/marketing-data-analyst/56520664,Reed,2026-05-30T19:28:54.023172
reed_56892375,HR Data Analyst,Morgan Hunt Recruitment,LS11HT,Leeds,United Kingdom,53.79709,-1.55067,,26000.0,29000.0,GBP,Full-time,"Junior HR Data Analyst Leeds (1 day per week on-site) 26,000 - 29,000 per annum Until November 2026- strong chance of extension until June 2027 The Opportunity We're looking for a detail-oriented HR Data Analyst to join a major transformation programme, supporting the implementation of a modern HR landscape including platforms such as SAP S/4HANA, SuccessFactors, Oracle, or iTrent. This is a fantastic opportunity to work at the heart of a large-... ",r,2026-05-12,https://www.reed.co.uk/jobs/hr-data-analyst/56892375,Reed,2026-05-30T19:28:56.271468
reed_56820948,Graduate Data Analyst,Quorum Network Resources,Edinburgh,City of Edinburgh,United Kingdom,55.9533456,-3.1883749,,,,GBP,Full-time,"Graduate Data Analyst | Edinburgh (Hybrid) | Graduate Opportunity | Competitive Pay &amp; Benefits Kick-start your data career with one of Scotland’s leading Microsoft Partners. At Quorum, we don’t just offer jobs - we build careers. As a Microsoft Direct Cloud Solutions Provider (CSP) and one of Scotland’s largest Microsoft Partners, we’re growing fast and looking for a curious, driven Graduate Data Analyst to join our team. If you’re passionat... ","r, ui",2026-04-24,https://www.reed.co.uk/jobs/graduate-data-analyst/56820948,Reed,2026-05-30T19:28:59.548028
reed_56941275,Marketing Data Analyst,MTrec Recruitment,Newcastle Upon Tyne,Newcastle upon Tyne,United Kingdom,54.9738474,-1.6131572,,30000.0,35000.0,GBP,Full-time,"The Company Our client is a market leader in the North East area. Due to recent growth, they are now looking to recruit a Marketing Data Analyst. The Role As their marketing data analyst you will evaluate consumer trends and campaign performance to optimize marketing strategies. Collate and interpret data to identify what drives customer actions, maximize return on investment and ensure marketing budgets are spent effectively. Monitor key metric... ","r, ui",2026-05-26,https://www.reed.co.uk/jobs/marketing-data-analyst/56941275,Reed,2026-05-30T19:28:59.548341
reed_56837291,Data Operations Analyst,High Finance (UK) Limited T/A HFG,London,Greater London,United Kingdom,51.5074456,-0.1277653,,,,GBP,Full-time,"A leading Insurance firm is looking to hire a Data Operations Analyst to join their growing Data team. You will be responsible for the reviewing transactional data for clients in their selected Policy Administration System. This involves the full analysis and forensics of comparing and tracing both premium and claims back through market and client systems. You will also provide oversight of Policy Administration on behalf of their clients, revie... ",r,2026-04-29,https://www.reed.co.uk/jobs/data-operations-analyst/56837291,Reed,2026-05-30T19:28:59.548617
reed_56878702,Lead Data Analyst,Harnham - Data & Analytics Recruitment,London,Greater London,United Kingdom,51.5074456,-0.1277653,,55000.0,65000.0,GBP,Full-time,"Lead Data Analyst London, Hybrid (1-2x per week) Up to 65,000 This is an exciting opportunity to join a high-growth organisation where data science directly shapes performance marketing strategy. You will lead a growing data science function, drive long-term analytical programmes, and play a key role in delivering meaningful commercial impact for well-known consumer brands. The Company They are a specialist performance marketing and technology b... ",r,2026-05-08,https://www.reed.co.uk/jobs/lead-data-analyst/56878702,Reed,2026-05-30T19:28:59.548915
